bot_guid	population_key	race_id	race_key	class_id	class_key	gender_id	gender_key	race_variant_key	profession_skill_ids
19050	inactive_random_reserve	9	goblin	9	warlock	0	male		
19051	inactive_random_reserve	1	human	3	hunter	1	female		
19052	inactive_random_reserve	9	goblin	3	hunter	0	male		
19053	inactive_random_reserve	9	goblin	4	rogue	0	male		
19054	inactive_random_reserve	1	human	3	hunter	1	female		
19055	inactive_random_reserve	8	troll	4	rogue	1	female		
19056	inactive_random_reserve	1	human	3	hunter	0	male		
19057	inactive_random_reserve	10	high_elf	8	mage	1	female		
19058	inactive_random_reserve	3	dwarf	3	hunter	0	male		
19059	inactive_random_reserve	8	troll	5	priest	1	female		
19060	inactive_random_reserve	9	goblin	9	warlock	0	male		
19061	inactive_random_reserve	1	human	5	priest	0	male		
19062	inactive_random_reserve	1	human	2	paladin	1	female		
19063	inactive_random_reserve	9	goblin	1	warrior	0	male		
19064	inactive_random_reserve	4	night_elf	11	druid	0	male		
19065	inactive_random_reserve	9	goblin	4	rogue	0	male		
19066	inactive_random_reserve	10	high_elf	1	warrior	1	female		
19067	inactive_random_reserve	10	high_elf	4	rogue	0	male		
19068	inactive_random_reserve	1	human	2	paladin	1	female		
19069	inactive_random_reserve	1	human	3	hunter	0	male		
19070	inactive_random_reserve	1	human	2	paladin	0	male		
19071	inactive_random_reserve	9	goblin	1	warrior	0	male		
19072	inactive_random_reserve	9	goblin	8	mage	0	male		
19073	inactive_random_reserve	5	undead	9	warlock	0	male		
19074	inactive_random_reserve	9	goblin	9	warlock	1	female		
19075	inactive_random_reserve	5	undead	4	rogue	1	female		
19076	inactive_random_reserve	9	goblin	9	warlock	1	female		
19077	inactive_random_reserve	10	high_elf	8	mage	0	male		
19078	inactive_random_reserve	1	human	2	paladin	1	female		
19079	inactive_random_reserve	4	night_elf	5	priest	0	male		
19080	inactive_random_reserve	2	orc	7	shaman	0	male		
19081	inactive_random_reserve	9	goblin	9	warlock	0	male		
19082	inactive_random_reserve	10	high_elf	3	hunter	0	male		
19083	inactive_random_reserve	10	high_elf	2	paladin	0	male		
19084	inactive_random_reserve	1	human	4	rogue	0	male		
19085	inactive_random_reserve	1	human	2	paladin	1	female		
19086	inactive_random_reserve	10	high_elf	4	rogue	0	male		
19087	inactive_random_reserve	9	goblin	1	warrior	0	male		
19088	inactive_random_reserve	6	tauren	11	druid	0	male		
19089	inactive_random_reserve	9	goblin	3	hunter	0	male		
19090	inactive_random_reserve	1	human	8	mage	1	female		
19091	inactive_random_reserve	1	human	2	paladin	1	female		
19092	inactive_random_reserve	9	goblin	9	warlock	0	male		
19093	inactive_random_reserve	10	high_elf	8	mage	0	male		
19094	inactive_random_reserve	7	gnome	8	mage	1	female		
19095	inactive_random_reserve	6	tauren	11	druid	0	male		
19096	inactive_random_reserve	4	night_elf	4	rogue	0	male		
19097	inactive_random_reserve	8	troll	4	rogue	0	male		
19098	inactive_random_reserve	10	high_elf	2	paladin	0	male		
19099	inactive_random_reserve	9	goblin	1	warrior	1	female		
19100	inactive_random_reserve	9	goblin	9	warlock	1	female		
19101	inactive_random_reserve	1	human	4	rogue	1	female		
19102	inactive_random_reserve	3	dwarf	2	paladin	0	male		
19103	inactive_random_reserve	4	night_elf	3	hunter	1	female		
19104	inactive_random_reserve	1	human	9	warlock	1	female		
19105	inactive_random_reserve	3	dwarf	2	paladin	1	female		
19106	inactive_random_reserve	1	human	3	hunter	0	male		
19107	inactive_random_reserve	6	tauren	1	warrior	1	female		
19108	inactive_random_reserve	10	high_elf	4	rogue	1	female		
19109	inactive_random_reserve	3	dwarf	2	paladin	0	male		
19110	inactive_random_reserve	10	high_elf	1	warrior	0	male		
19111	inactive_random_reserve	10	high_elf	2	paladin	1	female		
19112	inactive_random_reserve	10	high_elf	5	priest	0	male		
19113	inactive_random_reserve	7	gnome	9	warlock	1	female		
19114	inactive_random_reserve	3	dwarf	2	paladin	1	female		
19115	inactive_random_reserve	1	human	3	hunter	1	female		
19116	inactive_random_reserve	10	high_elf	4	rogue	1	female		
19117	inactive_random_reserve	5	undead	5	priest	0	male		
19118	inactive_random_reserve	10	high_elf	8	mage	0	male		
19119	inactive_random_reserve	9	goblin	3	hunter	0	male		
19120	inactive_random_reserve	3	dwarf	1	warrior	0	male		
19121	inactive_random_reserve	1	human	1	warrior	1	female		
19122	inactive_random_reserve	5	undead	8	mage	1	female		
19123	inactive_random_reserve	1	human	2	paladin	0	male		
19124	inactive_random_reserve	7	gnome	9	warlock	0	male		
19125	inactive_random_reserve	8	troll	1	warrior	0	male		
19126	inactive_random_reserve	2	orc	1	warrior	1	female		
19136	inactive_random_reserve	9	goblin	1	warrior	1	female		
19137	inactive_random_reserve	10	high_elf	4	rogue	0	male		
19138	inactive_random_reserve	9	goblin	4	rogue	0	male		
19139	inactive_random_reserve	4	night_elf	11	druid	1	female		
19140	inactive_random_reserve	10	high_elf	1	warrior	0	male		
19141	inactive_random_reserve	9	goblin	1	warrior	0	male		
19142	inactive_random_reserve	5	undead	8	mage	1	female		
19143	inactive_random_reserve	10	high_elf	5	priest	0	male		
19144	inactive_random_reserve	2	orc	3	hunter	1	female		
19145	inactive_random_reserve	9	goblin	9	warlock	1	female		
19146	inactive_random_reserve	10	high_elf	5	priest	1	female		
19147	inactive_random_reserve	3	dwarf	2	paladin	1	female		
19148	inactive_random_reserve	10	high_elf	3	hunter	1	female		
19149	inactive_random_reserve	9	goblin	3	hunter	0	male		
19150	inactive_random_reserve	3	dwarf	3	hunter	1	female		
19151	inactive_random_reserve	4	night_elf	4	rogue	0	male		
19152	inactive_random_reserve	2	orc	3	hunter	0	male		
19153	inactive_random_reserve	10	high_elf	5	priest	1	female		
19154	inactive_random_reserve	10	high_elf	4	rogue	1	female		
19155	inactive_random_reserve	2	orc	7	shaman	1	female		
19156	inactive_random_reserve	6	tauren	1	warrior	0	male		
19157	inactive_random_reserve	9	goblin	8	mage	0	male		
19158	inactive_random_reserve	7	gnome	4	rogue	0	male		
19159	inactive_random_reserve	3	dwarf	1	warrior	0	male		
19160	inactive_random_reserve	9	goblin	1	warrior	1	female		
19162	inactive_random_reserve	10	high_elf	4	rogue	1	female		
19163	inactive_random_reserve	1	human	3	hunter	0	male		
19164	inactive_random_reserve	1	human	4	rogue	1	female		
19165	inactive_random_reserve	4	night_elf	3	hunter	1	female		
19166	inactive_random_reserve	10	high_elf	3	hunter	1	female		
19167	inactive_random_reserve	2	orc	7	shaman	0	male		
19168	inactive_random_reserve	1	human	3	hunter	1	female		
19169	inactive_random_reserve	5	undead	5	priest	0	male		
19170	inactive_random_reserve	1	human	3	hunter	1	female		
19171	inactive_random_reserve	10	high_elf	4	rogue	1	female		
19172	inactive_random_reserve	10	high_elf	8	mage	1	female		
19173	inactive_random_reserve	8	troll	5	priest	0	male		
19174	inactive_random_reserve	6	tauren	11	druid	0	male		
19175	inactive_random_reserve	4	night_elf	3	hunter	0	male		
19176	inactive_random_reserve	1	human	3	hunter	0	male		
19177	inactive_random_reserve	8	troll	7	shaman	1	female		
19178	inactive_random_reserve	7	gnome	4	rogue	1	female		
19179	inactive_random_reserve	2	orc	1	warrior	1	female		
19180	inactive_random_reserve	7	gnome	9	warlock	0	male		
19181	inactive_random_reserve	4	night_elf	11	druid	1	female		
19182	inactive_random_reserve	9	goblin	9	warlock	1	female		
19183	inactive_random_reserve	10	high_elf	3	hunter	1	female		
19184	inactive_random_reserve	8	troll	5	priest	0	male		
19185	inactive_random_reserve	9	goblin	8	mage	1	female		
19186	inactive_random_reserve	10	high_elf	1	warrior	0	male		
19187	inactive_random_reserve	4	night_elf	11	druid	1	female		
19188	inactive_random_reserve	10	high_elf	4	rogue	1	female		
19189	inactive_random_reserve	9	goblin	1	warrior	1	female		
19190	inactive_random_reserve	6	tauren	7	shaman	1	female		
19191	inactive_random_reserve	9	goblin	9	warlock	1	female		
19192	inactive_random_reserve	4	night_elf	1	warrior	1	female		
19193	inactive_random_reserve	9	goblin	8	mage	0	male		
19194	inactive_random_reserve	9	goblin	1	warrior	0	male		
19195	inactive_random_reserve	4	night_elf	5	priest	1	female		
19196	inactive_random_reserve	1	human	1	warrior	1	female		
19197	inactive_random_reserve	4	night_elf	3	hunter	1	female		
19198	inactive_random_reserve	9	goblin	9	warlock	1	female		
19199	inactive_random_reserve	8	troll	7	shaman	1	female		
19200	inactive_random_reserve	1	human	2	paladin	1	female		
19201	inactive_random_reserve	10	high_elf	1	warrior	0	male		
19202	inactive_random_reserve	7	gnome	8	mage	1	female		
19203	inactive_random_reserve	9	goblin	3	hunter	1	female		
19204	inactive_random_reserve	9	goblin	8	mage	1	female		
19205	inactive_random_reserve	5	undead	8	mage	1	female		
19206	inactive_random_reserve	9	goblin	8	mage	1	female		
19207	inactive_random_reserve	10	high_elf	2	paladin	0	male		
19208	inactive_random_reserve	3	dwarf	2	paladin	0	male		
19209	inactive_random_reserve	4	night_elf	11	druid	0	male		
19210	inactive_random_reserve	2	orc	1	warrior	1	female		
19211	inactive_random_reserve	9	goblin	3	hunter	1	female		
19212	inactive_random_reserve	10	high_elf	1	warrior	0	male		
19213	inactive_random_reserve	10	high_elf	1	warrior	0	male		
19214	inactive_random_reserve	9	goblin	8	mage	1	female		
19215	inactive_random_reserve	1	human	2	paladin	0	male		
19216	inactive_random_reserve	1	human	2	paladin	0	male		
19217	inactive_random_reserve	10	high_elf	8	mage	1	female		
19218	inactive_random_reserve	2	orc	4	rogue	1	female		
19219	inactive_random_reserve	5	undead	1	warrior	0	male		
19220	inactive_random_reserve	3	dwarf	2	paladin	1	female		
19221	inactive_random_reserve	1	human	5	priest	1	female		
19222	inactive_random_reserve	4	night_elf	1	warrior	0	male		
19223	inactive_random_reserve	10	high_elf	1	warrior	1	female		
19224	inactive_random_reserve	10	high_elf	4	rogue	1	female		
19225	inactive_random_reserve	10	high_elf	4	rogue	1	female		
19226	inactive_random_reserve	1	human	2	paladin	1	female		
19227	inactive_random_reserve	2	orc	7	shaman	1	female		
19228	inactive_random_reserve	1	human	2	paladin	0	male		
19229	inactive_random_reserve	9	goblin	1	warrior	1	female		
19230	inactive_random_reserve	5	undead	9	warlock	0	male		
19231	inactive_random_reserve	9	goblin	3	hunter	1	female		
19232	inactive_random_reserve	4	night_elf	3	hunter	1	female		
19233	inactive_random_reserve	4	night_elf	11	druid	0	male		
19234	inactive_random_reserve	1	human	3	hunter	1	female		
19235	inactive_random_reserve	3	dwarf	2	paladin	1	female		
19236	inactive_random_reserve	4	night_elf	1	warrior	0	male		
19237	inactive_random_reserve	10	high_elf	5	priest	1	female		
19238	inactive_random_reserve	2	orc	1	warrior	1	female		
19239	inactive_random_reserve	1	human	8	mage	1	female		
19240	inactive_random_reserve	9	goblin	4	rogue	1	female		
19241	inactive_random_reserve	2	orc	3	hunter	1	female		
19242	inactive_random_reserve	1	human	2	paladin	0	male		
19243	inactive_random_reserve	9	goblin	8	mage	1	female		
19244	inactive_random_reserve	3	dwarf	4	rogue	0	male		
19245	inactive_random_reserve	7	gnome	9	warlock	1	female		
19246	inactive_random_reserve	10	high_elf	5	priest	0	male		
19247	inactive_random_reserve	9	goblin	9	warlock	1	female		
19248	inactive_random_reserve	3	dwarf	1	warrior	0	male		
19249	inactive_random_reserve	5	undead	4	rogue	1	female		
19250	inactive_random_reserve	10	high_elf	4	rogue	0	male		
19251	inactive_random_reserve	9	goblin	1	warrior	0	male		
19252	inactive_random_reserve	6	tauren	7	shaman	1	female		
19262	inactive_random_reserve	1	human	5	priest	0	male		
19263	inactive_random_reserve	1	human	3	hunter	1	female		
19264	inactive_random_reserve	4	night_elf	3	hunter	1	female		
19265	inactive_random_reserve	10	high_elf	8	mage	1	female		
19266	inactive_random_reserve	5	undead	8	mage	1	female		
19267	inactive_random_reserve	9	goblin	3	hunter	0	male		
19268	inactive_random_reserve	9	goblin	4	rogue	0	male		
19269	inactive_random_reserve	4	night_elf	11	druid	0	male		
19270	inactive_random_reserve	10	high_elf	2	paladin	1	female		
19271	inactive_random_reserve	7	gnome	8	mage	1	female		
19272	inactive_random_reserve	10	high_elf	2	paladin	0	male		
19273	inactive_random_reserve	9	goblin	8	mage	1	female		
19274	inactive_random_reserve	2	orc	3	hunter	0	male		
19275	inactive_random_reserve	8	troll	7	shaman	1	female		
19276	inactive_random_reserve	10	high_elf	8	mage	0	male		
19277	inactive_random_reserve	9	goblin	9	warlock	1	female		
19278	inactive_random_reserve	9	goblin	9	warlock	0	male		
19279	inactive_random_reserve	4	night_elf	11	druid	1	female		
19280	inactive_random_reserve	9	goblin	9	warlock	0	male		
19281	inactive_random_reserve	9	goblin	1	warrior	0	male		
19282	inactive_random_reserve	9	goblin	4	rogue	0	male		
19283	inactive_random_reserve	9	goblin	1	warrior	0	male		
19284	inactive_random_reserve	6	tauren	3	hunter	0	male		
19285	inactive_random_reserve	1	human	9	warlock	0	male		
19286	inactive_random_reserve	4	night_elf	3	hunter	1	female		
19287	inactive_random_reserve	9	goblin	8	mage	1	female		
19288	inactive_random_reserve	10	high_elf	8	mage	0	male		
19289	inactive_random_reserve	10	high_elf	4	rogue	0	male		
19290	inactive_random_reserve	9	goblin	4	rogue	1	female		
19291	inactive_random_reserve	9	goblin	1	warrior	1	female		
19292	inactive_random_reserve	1	human	3	hunter	0	male		
19293	inactive_random_reserve	1	human	1	warrior	1	female		
19294	inactive_random_reserve	1	human	8	mage	1	female		
19295	inactive_random_reserve	10	high_elf	3	hunter	1	female		
19296	inactive_random_reserve	10	high_elf	2	paladin	1	female		
19297	inactive_random_reserve	9	goblin	1	warrior	0	male		
19298	inactive_random_reserve	10	high_elf	5	priest	1	female		
19299	inactive_random_reserve	9	goblin	4	rogue	1	female		
19300	inactive_random_reserve	3	dwarf	1	warrior	0	male		
19301	inactive_random_reserve	4	night_elf	1	warrior	0	male		
19302	inactive_random_reserve	4	night_elf	11	druid	0	male		
19303	inactive_random_reserve	10	high_elf	2	paladin	0	male		
19304	inactive_random_reserve	4	night_elf	11	druid	0	male		
19305	inactive_random_reserve	5	undead	8	mage	1	female		
19306	inactive_random_reserve	8	troll	7	shaman	0	male		
19307	inactive_random_reserve	10	high_elf	4	rogue	1	female		
19308	inactive_random_reserve	1	human	9	warlock	0	male		
19309	inactive_random_reserve	9	goblin	3	hunter	1	female		
19310	inactive_random_reserve	1	human	8	mage	0	male		
19311	inactive_random_reserve	9	goblin	4	rogue	0	male		
19312	inactive_random_reserve	1	human	8	mage	1	female		
19313	inactive_random_reserve	6	tauren	11	druid	0	male		
19314	inactive_random_reserve	10	high_elf	5	priest	1	female		
19315	inactive_random_reserve	8	troll	7	shaman	1	female		
19325	inactive_random_reserve	8	troll	7	shaman	1	female		
19326	inactive_random_reserve	5	undead	4	rogue	1	female		
19327	inactive_random_reserve	8	troll	7	shaman	1	female		
19328	inactive_random_reserve	9	goblin	1	warrior	0	male		
19329	inactive_random_reserve	3	dwarf	5	priest	1	female		
19330	inactive_random_reserve	10	high_elf	8	mage	1	female		
19331	inactive_random_reserve	6	tauren	11	druid	0	male		
19332	inactive_random_reserve	2	orc	9	warlock	0	male		
19333	inactive_random_reserve	10	high_elf	8	mage	1	female		
19334	inactive_random_reserve	8	troll	7	shaman	0	male		
19335	inactive_random_reserve	10	high_elf	8	mage	0	male		
19336	inactive_random_reserve	3	dwarf	2	paladin	1	female		
19337	inactive_random_reserve	4	night_elf	1	warrior	0	male		
19338	inactive_random_reserve	4	night_elf	4	rogue	0	male		
19339	inactive_random_reserve	9	goblin	9	warlock	1	female		
19340	inactive_random_reserve	10	high_elf	4	rogue	1	female		
19341	inactive_random_reserve	9	goblin	4	rogue	1	female		
19342	inactive_random_reserve	6	tauren	7	shaman	1	female		
19343	inactive_random_reserve	2	orc	3	hunter	1	female		
19344	inactive_random_reserve	10	high_elf	1	warrior	1	female		
19345	inactive_random_reserve	4	night_elf	5	priest	0	male		
19346	inactive_random_reserve	6	tauren	7	shaman	0	male		
19347	inactive_random_reserve	3	dwarf	2	paladin	1	female		
19348	inactive_random_reserve	1	human	2	paladin	1	female		
19349	inactive_random_reserve	10	high_elf	8	mage	0	male		
19350	inactive_random_reserve	9	goblin	4	rogue	1	female		
19351	inactive_random_reserve	10	high_elf	3	hunter	1	female		
19352	inactive_random_reserve	7	gnome	8	mage	1	female		
19353	inactive_random_reserve	4	night_elf	1	warrior	0	male		
19354	inactive_random_reserve	9	goblin	3	hunter	0	male		
19355	inactive_random_reserve	9	goblin	9	warlock	1	female		
19356	inactive_random_reserve	9	goblin	4	rogue	0	male		
19357	inactive_random_reserve	9	goblin	8	mage	1	female		
19358	inactive_random_reserve	9	goblin	4	rogue	0	male		
19359	inactive_random_reserve	9	goblin	8	mage	0	male		
19360	inactive_random_reserve	4	night_elf	11	druid	1	female		
19361	inactive_random_reserve	6	tauren	11	druid	1	female		
19362	inactive_random_reserve	4	night_elf	11	druid	0	male		
19363	inactive_random_reserve	9	goblin	4	rogue	1	female		
19364	inactive_random_reserve	10	high_elf	3	hunter	0	male		
19365	inactive_random_reserve	10	high_elf	2	paladin	0	male		
19366	inactive_random_reserve	9	goblin	3	hunter	1	female		
19367	inactive_random_reserve	9	goblin	3	hunter	1	female		
19368	inactive_random_reserve	10	high_elf	2	paladin	1	female		
19369	inactive_random_reserve	10	high_elf	3	hunter	1	female		
19370	inactive_random_reserve	9	goblin	1	warrior	0	male		
19371	inactive_random_reserve	4	night_elf	4	rogue	0	male		
19372	inactive_random_reserve	10	high_elf	5	priest	1	female		
19373	inactive_random_reserve	10	high_elf	8	mage	1	female		
19374	inactive_random_reserve	6	tauren	3	hunter	1	female		
19375	inactive_random_reserve	4	night_elf	3	hunter	1	female		
19376	inactive_random_reserve	9	goblin	3	hunter	1	female		
19377	inactive_random_reserve	9	goblin	8	mage	0	male		
19378	inactive_random_reserve	9	goblin	8	mage	0	male		
19379	inactive_random_reserve	10	high_elf	4	rogue	0	male		
19380	inactive_random_reserve	2	orc	9	warlock	1	female		
19381	inactive_random_reserve	1	human	8	mage	1	female		
19382	inactive_random_reserve	4	night_elf	11	druid	1	female		
19383	inactive_random_reserve	1	human	3	hunter	1	female		
19384	inactive_random_reserve	9	goblin	9	warlock	1	female		
19385	inactive_random_reserve	9	goblin	4	rogue	1	female		
19386	inactive_random_reserve	10	high_elf	4	rogue	0	male		
19387	inactive_random_reserve	4	night_elf	3	hunter	1	female		
19388	inactive_random_reserve	1	human	2	paladin	1	female		
19389	inactive_random_reserve	2	orc	1	warrior	0	male		
19390	inactive_random_reserve	4	night_elf	5	priest	0	male		
19391	inactive_random_reserve	1	human	3	hunter	1	female		
19392	inactive_random_reserve	5	undead	4	rogue	1	female		
19393	inactive_random_reserve	9	goblin	9	warlock	1	female		
19394	inactive_random_reserve	10	high_elf	5	priest	1	female		
19395	inactive_random_reserve	5	undead	1	warrior	0	male		
19396	inactive_random_reserve	6	tauren	3	hunter	0	male		
19397	inactive_random_reserve	10	high_elf	4	rogue	1	female		
19398	inactive_random_reserve	10	high_elf	1	warrior	1	female		
19399	inactive_random_reserve	10	high_elf	8	mage	1	female		
19400	inactive_random_reserve	5	undead	9	warlock	0	male		
19401	inactive_random_reserve	9	goblin	3	hunter	0	male		
19402	inactive_random_reserve	6	tauren	7	shaman	0	male		
19403	inactive_random_reserve	4	night_elf	11	druid	0	male		
19404	inactive_random_reserve	1	human	3	hunter	0	male		
19405	inactive_random_reserve	10	high_elf	1	warrior	0	male		
19406	inactive_random_reserve	10	high_elf	8	mage	1	female		
19407	inactive_random_reserve	9	goblin	4	rogue	1	female		
19408	inactive_random_reserve	9	goblin	4	rogue	0	male		
19409	inactive_random_reserve	9	goblin	4	rogue	0	male		
19410	inactive_random_reserve	4	night_elf	3	hunter	1	female		
19411	inactive_random_reserve	10	high_elf	3	hunter	0	male		
19412	inactive_random_reserve	4	night_elf	11	druid	0	male		
19413	inactive_random_reserve	1	human	2	paladin	1	female		
19414	inactive_random_reserve	1	human	1	warrior	0	male		
19415	inactive_random_reserve	1	human	2	paladin	1	female		
19416	inactive_random_reserve	9	goblin	9	warlock	0	male		
19417	inactive_random_reserve	1	human	9	warlock	0	male		
19418	inactive_random_reserve	10	high_elf	4	rogue	1	female		
19419	inactive_random_reserve	9	goblin	9	warlock	1	female		
19420	inactive_random_reserve	9	goblin	3	hunter	1	female		
19421	inactive_random_reserve	10	high_elf	4	rogue	0	male		
19422	inactive_random_reserve	1	human	5	priest	0	male		
19423	inactive_random_reserve	10	high_elf	1	warrior	1	female		
19424	inactive_random_reserve	10	high_elf	2	paladin	0	male		
19425	inactive_random_reserve	1	human	1	warrior	1	female		
19426	inactive_random_reserve	10	high_elf	1	warrior	0	male		
19427	inactive_random_reserve	3	dwarf	3	hunter	0	male		
19428	inactive_random_reserve	1	human	8	mage	0	male		
19429	inactive_random_reserve	1	human	3	hunter	0	male		
19430	inactive_random_reserve	9	goblin	8	mage	1	female		
19431	inactive_random_reserve	10	high_elf	5	priest	0	male		
19432	inactive_random_reserve	10	high_elf	4	rogue	0	male		
19433	inactive_random_reserve	10	high_elf	3	hunter	1	female		
19434	inactive_random_reserve	4	night_elf	3	hunter	0	male		
19435	inactive_random_reserve	9	goblin	9	warlock	1	female		
19436	inactive_random_reserve	3	dwarf	4	rogue	0	male		
19437	inactive_random_reserve	9	goblin	9	warlock	1	female		
19438	inactive_random_reserve	5	undead	8	mage	1	female		
19439	inactive_random_reserve	9	goblin	8	mage	0	male		
19440	inactive_random_reserve	9	goblin	8	mage	0	male		
19441	inactive_random_reserve	9	goblin	3	hunter	1	female		
19442	inactive_random_reserve	9	goblin	8	mage	1	female		
19443	inactive_random_reserve	4	night_elf	3	hunter	1	female		
19444	inactive_random_reserve	6	tauren	7	shaman	0	male		
19445	inactive_random_reserve	1	human	4	rogue	1	female		
19446	inactive_random_reserve	1	human	1	warrior	0	male		
19447	inactive_random_reserve	10	high_elf	2	paladin	1	female		
19448	inactive_random_reserve	5	undead	9	warlock	1	female		
19449	inactive_random_reserve	1	human	2	paladin	0	male		
19450	inactive_random_reserve	2	orc	1	warrior	0	male		
19451	inactive_random_reserve	10	high_elf	4	rogue	0	male		
19452	inactive_random_reserve	10	high_elf	4	rogue	1	female		
19453	inactive_random_reserve	9	goblin	1	warrior	1	female		
19454	inactive_random_reserve	8	troll	5	priest	0	male		
19455	inactive_random_reserve	10	high_elf	3	hunter	0	male		
19456	inactive_random_reserve	4	night_elf	3	hunter	0	male		
19457	inactive_random_reserve	10	high_elf	3	hunter	1	female		
19458	inactive_random_reserve	10	high_elf	1	warrior	0	male		
19459	inactive_random_reserve	10	high_elf	5	priest	1	female		
19460	inactive_random_reserve	9	goblin	4	rogue	1	female		
19461	inactive_random_reserve	10	high_elf	3	hunter	0	male		
19462	inactive_random_reserve	1	human	3	hunter	1	female		
19463	inactive_random_reserve	5	undead	4	rogue	1	female		
19464	inactive_random_reserve	3	dwarf	3	hunter	1	female		
19465	inactive_random_reserve	1	human	2	paladin	0	male		
19466	inactive_random_reserve	1	human	3	hunter	0	male		
19467	inactive_random_reserve	4	night_elf	11	druid	1	female		
19468	inactive_random_reserve	3	dwarf	1	warrior	0	male		
19469	inactive_random_reserve	9	goblin	8	mage	1	female		
19470	inactive_random_reserve	6	tauren	11	druid	1	female		
19471	inactive_random_reserve	5	undead	9	warlock	0	male		
19472	inactive_random_reserve	1	human	9	warlock	1	female		
19473	inactive_random_reserve	5	undead	4	rogue	0	male		
19474	inactive_random_reserve	6	tauren	7	shaman	1	female		
19475	inactive_random_reserve	3	dwarf	3	hunter	1	female		
19476	inactive_random_reserve	5	undead	4	rogue	1	female		
19477	inactive_random_reserve	7	gnome	9	warlock	1	female		
19478	inactive_random_reserve	2	orc	1	warrior	1	female		
19479	inactive_random_reserve	10	high_elf	4	rogue	1	female		
19480	inactive_random_reserve	6	tauren	3	hunter	1	female		
19481	inactive_random_reserve	8	troll	4	rogue	0	male		
19482	inactive_random_reserve	9	goblin	1	warrior	0	male		
19483	inactive_random_reserve	1	human	1	warrior	0	male		
19484	inactive_random_reserve	3	dwarf	3	hunter	0	male		
19485	inactive_random_reserve	1	human	1	warrior	0	male		
19486	inactive_random_reserve	3	dwarf	3	hunter	0	male		
19487	inactive_random_reserve	3	dwarf	3	hunter	0	male		
19488	inactive_random_reserve	1	human	5	priest	1	female		
19489	inactive_random_reserve	1	human	8	mage	0	male		
19490	inactive_random_reserve	10	high_elf	8	mage	1	female		
19491	inactive_random_reserve	10	high_elf	4	rogue	0	male		
19492	inactive_random_reserve	10	high_elf	2	paladin	0	male		
19493	inactive_random_reserve	10	high_elf	2	paladin	0	male		
19494	inactive_random_reserve	7	gnome	4	rogue	0	male		
19495	inactive_random_reserve	1	human	2	paladin	1	female		
19496	inactive_random_reserve	4	night_elf	11	druid	1	female		
19497	inactive_random_reserve	1	human	3	hunter	0	male		
19498	inactive_random_reserve	5	undead	1	warrior	1	female		
19499	inactive_random_reserve	1	human	2	paladin	1	female		
19500	inactive_random_reserve	9	goblin	1	warrior	1	female		
19501	inactive_random_reserve	5	undead	8	mage	1	female		
19502	inactive_random_reserve	10	high_elf	1	warrior	1	female		
19503	inactive_random_reserve	1	human	2	paladin	1	female		
19504	inactive_random_reserve	10	high_elf	8	mage	1	female		
19505	inactive_random_reserve	9	goblin	1	warrior	0	male		
19506	inactive_random_reserve	1	human	2	paladin	0	male		
19507	inactive_random_reserve	4	night_elf	4	rogue	0	male		
19508	inactive_random_reserve	8	troll	7	shaman	1	female		
19509	inactive_random_reserve	10	high_elf	3	hunter	0	male		
19510	inactive_random_reserve	1	human	1	warrior	1	female		
19511	inactive_random_reserve	4	night_elf	3	hunter	1	female		
19512	inactive_random_reserve	1	human	3	hunter	1	female		
19513	inactive_random_reserve	1	human	9	warlock	1	female		
19514	inactive_random_reserve	10	high_elf	1	warrior	1	female		
19515	inactive_random_reserve	1	human	9	warlock	1	female		
19516	inactive_random_reserve	10	high_elf	5	priest	0	male		
19517	inactive_random_reserve	4	night_elf	3	hunter	1	female		
19518	inactive_random_reserve	10	high_elf	8	mage	1	female		
19519	inactive_random_reserve	2	orc	7	shaman	1	female		
19520	inactive_random_reserve	9	goblin	1	warrior	0	male		
19521	inactive_random_reserve	10	high_elf	3	hunter	1	female		
19522	inactive_random_reserve	7	gnome	1	warrior	1	female		
19523	inactive_random_reserve	5	undead	9	warlock	1	female		
19524	inactive_random_reserve	7	gnome	9	warlock	1	female		
19525	inactive_random_reserve	9	goblin	3	hunter	0	male		
19526	inactive_random_reserve	2	orc	3	hunter	1	female		
19527	inactive_random_reserve	10	high_elf	1	warrior	0	male		
19528	inactive_random_reserve	6	tauren	1	warrior	1	female		
19529	inactive_random_reserve	4	night_elf	4	rogue	1	female		
19530	inactive_random_reserve	4	night_elf	5	priest	1	female		
19531	inactive_random_reserve	5	undead	8	mage	1	female		
19532	inactive_random_reserve	9	goblin	8	mage	1	female		
19533	inactive_random_reserve	4	night_elf	1	warrior	0	male		
19534	inactive_random_reserve	2	orc	1	warrior	0	male		
19535	inactive_random_reserve	9	goblin	9	warlock	1	female		
19536	inactive_random_reserve	3	dwarf	4	rogue	1	female		
19537	inactive_random_reserve	4	night_elf	4	rogue	1	female		
19538	inactive_random_reserve	10	high_elf	4	rogue	0	male		
19539	inactive_random_reserve	5	undead	4	rogue	1	female		
19540	inactive_random_reserve	4	night_elf	11	druid	0	male		
19541	inactive_random_reserve	4	night_elf	3	hunter	1	female		
19542	inactive_random_reserve	3	dwarf	3	hunter	0	male		
19543	inactive_random_reserve	10	high_elf	8	mage	1	female		
19544	inactive_random_reserve	1	human	8	mage	1	female		
19545	inactive_random_reserve	9	goblin	9	warlock	0	male		
19546	inactive_random_reserve	4	night_elf	1	warrior	1	female		
