"source_table","trainer_key","creature_entry","npc_name","faction","trainer_class","trainer_race","trainer_spell","spell_name_en","skill_id","reqlevel","reqskill","reqskillvalue","spellcost"
"npc_trainer","908","908","Flora Silverwind","120","0","0","3571","Expert Herbalist","182","0","182","125","5000"
"npc_trainer","1218","1218","Herbalist Pomeroy","12","0","0","3571","Expert Herbalist","182","0","182","125","5000"
"npc_trainer","1458","1458","Telurinon Moonshadow","55","0","0","3571","Expert Herbalist","182","0","182","125","5000"
"npc_trainer","1473","1473","Kali Healtouch","55","0","0","3571","Expert Herbalist","182","0","182","125","5000"
"npc_trainer","2114","2114","Faruza","68","0","0","3571","Expert Herbalist","182","0","182","125","5000"
"npc_trainer","2390","2390","Aranae Venomblood","68","0","0","3571","Expert Herbalist","182","0","182","125","5000"
"npc_trainer","2856","2856","Angrun","29","0","0","3571","Expert Herbalist","182","0","182","125","5000"
"npc_trainer","3013","3013","Komin Winterhoof","104","0","0","3571","Expert Herbalist","182","0","182","125","5000"
"npc_trainer","3185","3185","Mishiki","126","0","0","3571","Expert Herbalist","182","0","182","125","5000"
"npc_trainer","3404","3404","Jandi","126","0","0","3571","Expert Herbalist","182","0","182","125","5000"
"npc_trainer","3604","3604","Malorne Bladeleaf","80","0","0","3571","Expert Herbalist","182","0","182","125","5000"
"npc_trainer","3965","3965","Cylania Rootstalker","80","0","0","3571","Expert Herbalist","182","0","182","125","5000"
"npc_trainer","4204","4204","Firodren Mooncaller","80","0","0","3571","Expert Herbalist","182","0","182","125","5000"
"npc_trainer","4614","4614","Martha Alliestar","68","0","0","3571","Expert Herbalist","182","0","182","125","5000"
"npc_trainer","4898","4898","Brant Jasperbloom","894","0","0","3571","Expert Herbalist","182","0","182","125","5000"
"npc_trainer","5137","5137","Reyna Stonebranch","55","0","0","3571","Expert Herbalist","182","0","182","125","5000"
"npc_trainer","5502","5502","Shylamiir","12","0","0","3571","Expert Herbalist","182","0","182","125","5000"
"npc_trainer","5566","5566","Tannysa","12","0","0","3571","Expert Herbalist","182","0","182","125","5000"
"npc_trainer","8146","8146","Ruw","104","0","0","3571","Expert Herbalist","182","0","182","125","5000"
"npc_trainer","12025","12025","Malvor","994","0","0","3571","Expert Herbalist","182","0","182","125","5000"
"npc_trainer","62286","62286","Pinky Tosslehouse","12","0","0","3571","Expert Herbalist","182","0","182","125","5000"
"npc_trainer","62974","62974","Herbalist Moka","104","0","0","3571","Expert Herbalist","182","0","182","125","5000"
"npc_trainer","812","812","Alma Jainrose","12","0","0","11994","Artisan Herbalist","182","0","182","200","50000"
"npc_trainer","908","908","Flora Silverwind","120","0","0","11994","Artisan Herbalist","182","0","182","200","50000"
"npc_trainer","1218","1218","Herbalist Pomeroy","12","0","0","11994","Artisan Herbalist","182","0","182","200","50000"
"npc_trainer","1458","1458","Telurinon Moonshadow","55","0","0","11994","Artisan Herbalist","182","0","182","200","50000"
"npc_trainer","1473","1473","Kali Healtouch","55","0","0","11994","Artisan Herbalist","182","0","182","200","50000"
"npc_trainer","2114","2114","Faruza","68","0","0","11994","Artisan Herbalist","182","0","182","200","50000"
"npc_trainer","2390","2390","Aranae Venomblood","68","0","0","11994","Artisan Herbalist","182","0","182","200","50000"
"npc_trainer","2856","2856","Angrun","29","0","0","11994","Artisan Herbalist","182","0","182","200","50000"
"npc_trainer","3013","3013","Komin Winterhoof","104","0","0","11994","Artisan Herbalist","182","0","182","200","50000"
"npc_trainer","3185","3185","Mishiki","126","0","0","11994","Artisan Herbalist","182","0","182","200","50000"
"npc_trainer","3404","3404","Jandi","126","0","0","11994","Artisan Herbalist","182","0","182","200","50000"
"npc_trainer","3604","3604","Malorne Bladeleaf","80","0","0","11994","Artisan Herbalist","182","0","182","200","50000"
"npc_trainer","3965","3965","Cylania Rootstalker","80","0","0","11994","Artisan Herbalist","182","0","182","200","50000"
"npc_trainer","4204","4204","Firodren Mooncaller","80","0","0","11994","Artisan Herbalist","182","0","182","200","50000"
"npc_trainer","4614","4614","Martha Alliestar","68","0","0","11994","Artisan Herbalist","182","0","182","200","50000"
"npc_trainer","4898","4898","Brant Jasperbloom","894","0","0","11994","Artisan Herbalist","182","0","182","200","50000"
"npc_trainer","5137","5137","Reyna Stonebranch","55","0","0","11994","Artisan Herbalist","182","0","182","200","50000"
"npc_trainer","5502","5502","Shylamiir","12","0","0","11994","Artisan Herbalist","182","0","182","200","50000"
"npc_trainer","5566","5566","Tannysa","12","0","0","11994","Artisan Herbalist","182","0","182","200","50000"
"npc_trainer","8146","8146","Ruw","104","0","0","11994","Artisan Herbalist","182","0","182","200","50000"
"npc_trainer","12025","12025","Malvor","994","0","0","11994","Artisan Herbalist","182","0","182","200","50000"
"npc_trainer","62286","62286","Pinky Tosslehouse","12","0","0","11994","Artisan Herbalist","182","0","182","200","50000"
"npc_trainer","62974","62974","Herbalist Moka","104","0","0","11994","Artisan Herbalist","182","0","182","200","50000"
"npc_trainer","1355","1355","Cook Ghilm","55","0","0","2551","Apprentice Cook","185","0","0","0","100"
"npc_trainer","1382","1382","Mudduk","29","0","0","2551","Apprentice Cook","185","0","0","0","100"
"npc_trainer","1430","1430","Tomas","12","0","0","2551","Apprentice Cook","185","0","0","0","100"
"npc_trainer","1699","1699","Gremlock Pilsnor","55","0","0","2551","Apprentice Cook","185","0","0","0","100"
"npc_trainer","2818","2818","Slagg","29","0","0","2551","Apprentice Cook","185","0","0","0","100"
"npc_trainer","3026","3026","Aska Mistrunner","104","0","0","2551","Apprentice Cook","185","0","0","0","100"
"npc_trainer","3067","3067","Pyall Silentstride","104","0","0","2551","Apprentice Cook","185","0","0","0","100"
"npc_trainer","3087","3087","Crystal Boughman","12","0","0","2551","Apprentice Cook","185","0","0","0","100"
"npc_trainer","3191","3191","Cook Torka","29","0","0","2551","Apprentice Cook","185","0","0","0","100"
"npc_trainer","3399","3399","Zamja","126","0","0","2551","Apprentice Cook","185","0","0","0","100"
"npc_trainer","4210","4210","Alegorn","80","0","0","2551","Apprentice Cook","185","0","0","0","100"
"npc_trainer","4552","4552","Eunice Burch","68","0","0","2551","Apprentice Cook","185","0","0","0","100"
"npc_trainer","5159","5159","Daryl Riknussun","55","0","0","2551","Apprentice Cook","185","0","0","0","100"
"npc_trainer","5482","5482","Stephen Ryback","12","0","0","2551","Apprentice Cook","185","0","0","0","100"
"npc_trainer","6286","6286","Zarrin","80","0","0","2551","Apprentice Cook","185","0","0","0","100"
"npc_trainer","8306","8306","Duhng","29","0","0","2551","Apprentice Cook","185","0","0","0","100"
"npc_trainer","61728","61728","Shazzlan","1682","0","0","2551","Apprentice Cook","185","5","0","0","100"
"npc_trainer","61883","61883","Verrus Trueshine","371","0","0","2551","Apprentice Cook","185","0","0","0","100"
"npc_trainer","62282","62282","Linus Huxley","12","0","0","2551","Apprentice Cook","185","0","0","0","100"
"npc_trainer","62861","62861","Cook Rem'sai","160","0","0","2551","Apprentice Cook","185","5","0","0","100"
"npc_trainer","80101","80101","Sprat Nozzleton","1682","0","0","2551","Apprentice Cook","185","5","0","0","100"
"npc_trainer","91754","91754","Nina Millson","68","0","0","2551","Apprentice Cook","185","0","0","0","100"
"npc_trainer","91950","91950","Chef Jenkel","1693","0","0","2551","Apprentice Cook","185","5","0","0","100"
"npc_trainer","1355","1355","Cook Ghilm","55","0","0","3412","Journeyman Cook","185","0","185","50","500"
"npc_trainer","1382","1382","Mudduk","29","0","0","3412","Journeyman Cook","185","0","185","50","500"
"npc_trainer","1430","1430","Tomas","12","0","0","3412","Journeyman Cook","185","0","185","50","500"
"npc_trainer","1699","1699","Gremlock Pilsnor","55","0","0","3412","Journeyman Cook","185","0","185","50","500"
"npc_trainer","2818","2818","Slagg","29","0","0","3412","Journeyman Cook","185","0","185","50","500"
"npc_trainer","3026","3026","Aska Mistrunner","104","0","0","3412","Journeyman Cook","185","0","185","50","500"
"npc_trainer","3067","3067","Pyall Silentstride","104","0","0","3412","Journeyman Cook","185","0","185","50","500"
"npc_trainer","3087","3087","Crystal Boughman","12","0","0","3412","Journeyman Cook","185","0","185","50","500"
"npc_trainer","3191","3191","Cook Torka","29","0","0","3412","Journeyman Cook","185","0","185","50","500"
"npc_trainer","3399","3399","Zamja","126","0","0","3412","Journeyman Cook","185","0","185","50","500"
"npc_trainer","4210","4210","Alegorn","80","0","0","3412","Journeyman Cook","185","0","185","50","500"
"npc_trainer","4552","4552","Eunice Burch","68","0","0","3412","Journeyman Cook","185","0","185","50","500"
"npc_trainer","5159","5159","Daryl Riknussun","55","0","0","3412","Journeyman Cook","185","0","185","50","500"
"npc_trainer","5482","5482","Stephen Ryback","12","0","0","3412","Journeyman Cook","185","0","185","50","500"
"npc_trainer","6286","6286","Zarrin","80","0","0","3412","Journeyman Cook","185","0","185","50","500"
"npc_trainer","8306","8306","Duhng","29","0","0","3412","Journeyman Cook","185","0","185","50","500"
"npc_trainer","61728","61728","Shazzlan","1682","0","0","3412","Journeyman Cook","185","10","185","50","500"
"npc_trainer","62282","62282","Linus Huxley","12","0","0","3412","Journeyman Cook","185","0","185","50","500"
"npc_trainer","62861","62861","Cook Rem'sai","160","0","0","3412","Journeyman Cook","185","10","185","50","500"
"npc_trainer","80101","80101","Sprat Nozzleton","1682","0","0","3412","Journeyman Cook","185","10","185","50","500"
"npc_trainer","91754","91754","Nina Millson","68","0","0","3412","Journeyman Cook","185","0","185","50","500"
"npc_trainer","91950","91950","Chef Jenkel","1693","0","0","3412","Journeyman Cook","185","10","185","50","500"
"npc_trainer","1681","1681","Brock Stoneseeker","55","0","0","2581","Apprentice Miner","186","0","0","0","10"
"npc_trainer","1701","1701","Dank Drizzlecut","55","0","0","2581","Apprentice Miner","186","0","0","0","10"
"npc_trainer","3001","3001","Brek Stonehoof","104","0","0","2581","Apprentice Miner","186","0","0","0","10"
"npc_trainer","3137","3137","Matt Johnson","12","0","0","2581","Apprentice Miner","186","0","0","0","10"
"npc_trainer","3175","3175","Krunn","29","0","0","2581","Apprentice Miner","186","0","0","0","10"
"npc_trainer","3357","3357","Makaru","29","0","0","2581","Apprentice Miner","186","0","0","0","10"
"npc_trainer","3555","3555","Johan Focht","68","0","0","2581","Apprentice Miner","186","0","0","0","10"
"npc_trainer","4254","4254","Geofram Bouldertoe","55","0","0","2581","Apprentice Miner","186","0","0","0","10"
"npc_trainer","4598","4598","Brom Killian","68","0","0","2581","Apprentice Miner","186","0","0","0","10"
"npc_trainer","5392","5392","Yarr Hammerstone","55","0","0","2581","Apprentice Miner","186","0","0","0","10"
"npc_trainer","5513","5513","Gelman Stonehand","12","0","0","2581","Apprentice Miner","186","0","0","0","10"
"npc_trainer","6297","6297","Kurdram Stonehammer","80","0","0","2581","Apprentice Miner","186","0","0","0","10"
"npc_trainer","8128","8128","Pikkle","474","0","0","2581","Apprentice Miner","186","0","0","0","10"
"npc_trainer","61720","61720","Tantaz Coppermud","1682","0","0","2581","Apprentice Miner","186","0","0","0","10"
"npc_trainer","61882","61882","Brindel Morningsun","371","0","0","2581","Apprentice Miner","186","0","0","0","10"
"npc_trainer","1681","1681","Brock Stoneseeker","55","0","0","2582","Journeyman Miner","186","0","186","50","500"
"npc_trainer","1701","1701","Dank Drizzlecut","55","0","0","2582","Journeyman Miner","186","0","186","50","500"
"npc_trainer","3001","3001","Brek Stonehoof","104","0","0","2582","Journeyman Miner","186","0","186","50","500"
"npc_trainer","3137","3137","Matt Johnson","12","0","0","2582","Journeyman Miner","186","0","186","50","500"
"npc_trainer","3175","3175","Krunn","29","0","0","2582","Journeyman Miner","186","0","186","50","500"
"npc_trainer","3357","3357","Makaru","29","0","0","2582","Journeyman Miner","186","0","186","50","500"
"npc_trainer","3555","3555","Johan Focht","68","0","0","2582","Journeyman Miner","186","0","186","50","500"
"npc_trainer","4254","4254","Geofram Bouldertoe","55","0","0","2582","Journeyman Miner","186","0","186","50","500"
"npc_trainer","4598","4598","Brom Killian","68","0","0","2582","Journeyman Miner","186","0","186","50","500"
"npc_trainer","5392","5392","Yarr Hammerstone","55","0","0","2582","Journeyman Miner","186","0","186","50","500"
"npc_trainer","5513","5513","Gelman Stonehand","12","0","0","2582","Journeyman Miner","186","0","186","50","500"
"npc_trainer","6297","6297","Kurdram Stonehammer","80","0","0","2582","Journeyman Miner","186","0","186","50","500"
"npc_trainer","8128","8128","Pikkle","474","0","0","2582","Journeyman Miner","186","0","186","50","500"
"npc_trainer","61720","61720","Tantaz Coppermud","1682","0","0","2582","Journeyman Miner","186","10","186","50","500"
"npc_trainer","1681","1681","Brock Stoneseeker","55","0","0","3568","Expert Miner","186","0","186","125","4500"
"npc_trainer","1701","1701","Dank Drizzlecut","55","0","0","3568","Expert Miner","186","0","186","125","4500"
"npc_trainer","3001","3001","Brek Stonehoof","104","0","0","3568","Expert Miner","186","0","186","125","4500"
"npc_trainer","3137","3137","Matt Johnson","12","0","0","3568","Expert Miner","186","0","186","125","4500"
"npc_trainer","3175","3175","Krunn","29","0","0","3568","Expert Miner","186","0","186","125","4500"
"npc_trainer","3357","3357","Makaru","29","0","0","3568","Expert Miner","186","0","186","125","4500"
"npc_trainer","3555","3555","Johan Focht","68","0","0","3568","Expert Miner","186","0","186","125","4500"
"npc_trainer","4254","4254","Geofram Bouldertoe","55","0","0","3568","Expert Miner","186","0","186","125","4500"
"npc_trainer","4598","4598","Brom Killian","68","0","0","3568","Expert Miner","186","0","186","125","4500"
"npc_trainer","5392","5392","Yarr Hammerstone","55","0","0","3568","Expert Miner","186","0","186","125","4500"
"npc_trainer","5513","5513","Gelman Stonehand","12","0","0","3568","Expert Miner","186","0","186","125","4500"
"npc_trainer","6297","6297","Kurdram Stonehammer","80","0","0","3568","Expert Miner","186","0","186","125","4500"
"npc_trainer","8128","8128","Pikkle","474","0","0","3568","Expert Miner","186","0","186","125","4500"
"npc_trainer","61720","61720","Tantaz Coppermud","1682","0","0","3568","Expert Miner","186","20","186","125","4500"
"npc_trainer","1681","1681","Brock Stoneseeker","55","0","0","10249","Artisan Miner","186","0","186","200","50000"
"npc_trainer","1701","1701","Dank Drizzlecut","55","0","0","10249","Artisan Miner","186","0","186","200","50000"
"npc_trainer","3001","3001","Brek Stonehoof","104","0","0","10249","Artisan Miner","186","0","186","200","50000"
"npc_trainer","3137","3137","Matt Johnson","12","0","0","10249","Artisan Miner","186","0","186","200","50000"
"npc_trainer","3175","3175","Krunn","29","0","0","10249","Artisan Miner","186","0","186","200","50000"
"npc_trainer","3357","3357","Makaru","29","0","0","10249","Artisan Miner","186","0","186","200","50000"
"npc_trainer","3555","3555","Johan Focht","68","0","0","10249","Artisan Miner","186","0","186","200","50000"
"npc_trainer","4254","4254","Geofram Bouldertoe","55","0","0","10249","Artisan Miner","186","0","186","200","50000"
"npc_trainer","4598","4598","Brom Killian","68","0","0","10249","Artisan Miner","186","0","186","200","50000"
"npc_trainer","5392","5392","Yarr Hammerstone","55","0","0","10249","Artisan Miner","186","0","186","200","50000"
"npc_trainer","5513","5513","Gelman Stonehand","12","0","0","10249","Artisan Miner","186","0","186","200","50000"
"npc_trainer","6297","6297","Kurdram Stonehammer","80","0","0","10249","Artisan Miner","186","0","186","200","50000"
"npc_trainer","8128","8128","Pikkle","474","0","0","10249","Artisan Miner","186","0","186","200","50000"
"npc_trainer","61720","61720","Tantaz Coppermud","1682","0","0","10249","Artisan Miner","186","35","186","200","50000"
"npc_trainer","1103","1103","Eldrin","12","0","0","3911","Apprentice Tailor","197","0","0","0","10"
"npc_trainer","1300","1300","Lawrence Schneider","12","0","0","3911","Apprentice Tailor","197","0","0","0","10"
"npc_trainer","1346","1346","Georgio Bolero","12","0","0","3911","Apprentice Tailor","197","0","0","0","10"
"npc_trainer","1703","1703","Uthrar Threx","55","0","0","3911","Apprentice Tailor","197","0","0","0","10"
"npc_trainer","2399","2399","Daryl Stack","68","0","0","3911","Apprentice Tailor","197","0","0","0","10"
"npc_trainer","2627","2627","Grarnik Goodstitch","120","0","0","3911","Apprentice Tailor","197","0","0","0","10"
"npc_trainer","2855","2855","Snang","29","0","0","3911","Apprentice Tailor","197","0","0","0","10"
"npc_trainer","3004","3004","Tepa","104","0","0","3911","Apprentice Tailor","197","0","0","0","10"
"npc_trainer","3363","3363","Magar","29","0","0","3911","Apprentice Tailor","197","0","0","0","10"
"npc_trainer","3484","3484","Kil'hala","126","0","0","3911","Apprentice Tailor","197","0","0","0","10"
"npc_trainer","3523","3523","Bowen Brisboise","68","0","0","3911","Apprentice Tailor","197","0","0","0","10"
"npc_trainer","4193","4193","Grondal Moonbreeze","80","0","0","3911","Apprentice Tailor","197","0","0","0","10"
"npc_trainer","4576","4576","Josef Gregorian","68","0","0","3911","Apprentice Tailor","197","0","0","0","10"
"npc_trainer","5041","5041","World Tailoring Trainer","35","0","0","3911","Apprentice Tailor","197","0","0","0","10"
"npc_trainer","5153","5153","Jormund Stonebrow","55","0","0","3911","Apprentice Tailor","197","0","0","0","10"
"npc_trainer","5567","5567","Sellandus","12","0","0","3911","Apprentice Tailor","197","0","0","0","10"
"npc_trainer","11048","11048","Victor Ward","68","0","0","3911","Apprentice Tailor","197","0","0","0","10"
"npc_trainer","11049","11049","Rhiannon Davis","68","0","0","3911","Apprentice Tailor","197","0","0","0","10"
"npc_trainer","11050","11050","Trianna","80","0","0","3911","Apprentice Tailor","197","0","0","0","10"
"npc_trainer","11051","11051","Vhan","104","0","0","3911","Apprentice Tailor","197","0","0","0","10"
"npc_trainer","11052","11052","Timothy Worthington","894","0","0","3911","Apprentice Tailor","197","0","0","0","10"
"npc_trainer","11557","11557","Meilosh","414","0","0","3911","Apprentice Tailor","197","0","0","0","10"
"npc_trainer","61836","61836","Velessa Brightstar","371","0","0","3911","Apprentice Tailor","197","0","0","0","10"
"npc_trainer","1346","1346","Georgio Bolero","12","0","0","3912","Journeyman Tailor","197","0","197","50","450"
"npc_trainer","2399","2399","Daryl Stack","68","0","0","3912","Journeyman Tailor","197","0","197","50","450"
"npc_trainer","2627","2627","Grarnik Goodstitch","120","0","0","3912","Journeyman Tailor","197","0","197","50","450"
"npc_trainer","3004","3004","Tepa","104","0","0","3912","Journeyman Tailor","197","0","197","50","450"
"npc_trainer","3363","3363","Magar","29","0","0","3912","Journeyman Tailor","197","0","197","50","450"
"npc_trainer","3704","3704","Mahani","104","0","0","3912","Journeyman Tailor","197","0","197","50","450"
"npc_trainer","4159","4159","Me'lynn","80","0","0","3912","Journeyman Tailor","197","0","197","50","450"
"npc_trainer","4576","4576","Josef Gregorian","68","0","0","3912","Journeyman Tailor","197","0","197","50","450"
"npc_trainer","5041","5041","World Tailoring Trainer","35","0","0","3912","Journeyman Tailor","197","0","197","50","450"
"npc_trainer","5153","5153","Jormund Stonebrow","55","0","0","3912","Journeyman Tailor","197","0","197","50","450"
"npc_trainer","5567","5567","Sellandus","12","0","0","3912","Journeyman Tailor","197","0","197","50","450"
"npc_trainer","11049","11049","Rhiannon Davis","68","0","0","3912","Journeyman Tailor","197","0","197","50","450"
"npc_trainer","11052","11052","Timothy Worthington","894","0","0","3912","Journeyman Tailor","197","0","197","50","450"
"npc_trainer","11557","11557","Meilosh","414","0","0","3912","Journeyman Tailor","197","0","197","50","450"
"npc_trainer","61836","61836","Velessa Brightstar","371","0","0","3912","Journeyman Tailor","197","0","197","50","450"
"npc_trainer","1346","1346","Georgio Bolero","12","0","0","3913","Expert Tailor","197","0","197","125","4500"
"npc_trainer","2399","2399","Daryl Stack","68","0","0","3913","Expert Tailor","197","0","197","125","4500"
"npc_trainer","4576","4576","Josef Gregorian","68","0","0","3913","Expert Tailor","197","0","197","125","4500"
"npc_trainer","5041","5041","World Tailoring Trainer","35","0","0","3913","Expert Tailor","197","0","197","125","4500"
"npc_trainer","11052","11052","Timothy Worthington","894","0","0","3913","Expert Tailor","197","0","197","125","4500"
"npc_trainer","11557","11557","Meilosh","414","0","0","3913","Expert Tailor","197","0","197","125","4500"
"npc_trainer","2399","2399","Daryl Stack","68","0","0","12181","Artisan Tailor","197","0","197","200","50000"
"npc_trainer","5041","5041","World Tailoring Trainer","35","0","0","12181","Artisan Tailor","197","0","197","200","50000"
"npc_trainer","11052","11052","Timothy Worthington","894","0","0","12181","Artisan Tailor","197","0","197","200","50000"
"npc_trainer","11557","11557","Meilosh","414","0","0","12181","Artisan Tailor","197","0","197","200","50000"
"npc_trainer","1702","1702","Bronk Guzzlegear","55","0","0","4039","Apprentice Engineer","202","0","0","0","10"
"npc_trainer","2857","2857","Thund","29","0","0","4039","Apprentice Engineer","202","0","0","0","10"
"npc_trainer","3290","3290","Deek Fizzlebizz","875","0","0","4039","Apprentice Engineer","202","0","0","0","10"
"npc_trainer","3412","3412","Nogg","29","0","0","4039","Apprentice Engineer","202","0","0","0","10"
"npc_trainer","3494","3494","Tinkerwiz","69","0","0","4039","Apprentice Engineer","202","0","0","0","10"
"npc_trainer","4586","4586","Graham Van Talen","68","0","0","4039","Apprentice Engineer","202","0","0","0","10"
"npc_trainer","5037","5037","World Engineering Trainer","35","0","0","4039","Apprentice Engineer","202","0","0","0","10"
"npc_trainer","5174","5174","Springspindle Fizzlegear","55","0","0","4039","Apprentice Engineer","202","0","0","0","10"
"npc_trainer","5518","5518","Lilliam Sparkspindle","875","0","0","4039","Apprentice Engineer","202","0","0","0","10"
"npc_trainer","8736","8736","Buzzek Bracketswing","474","0","0","4039","Apprentice Engineer","202","0","0","0","10"
"npc_trainer","10993","10993","Twizwick Sprocketgrind","69","0","0","4039","Apprentice Engineer","202","0","0","0","10"
"npc_trainer","11017","11017","Roxxik","29","0","0","4039","Apprentice Engineer","202","0","0","0","10"
"npc_trainer","11025","11025","Mukdrak","29","0","0","4039","Apprentice Engineer","202","0","0","0","10"
"npc_trainer","11026","11026","Sprite Jumpsprocket","875","0","0","4039","Apprentice Engineer","202","0","0","0","10"
"npc_trainer","11028","11028","Jemma Quikswitch","875","0","0","4039","Apprentice Engineer","202","0","0","0","10"
"npc_trainer","11029","11029","Trixie Quikswitch","875","0","0","4039","Apprentice Engineer","202","0","0","0","10"
"npc_trainer","11031","11031","Franklin Lloyd","68","0","0","4039","Apprentice Engineer","202","0","0","0","10"
"npc_trainer","11037","11037","Jenna Lemkenilli","875","0","0","4039","Apprentice Engineer","202","0","0","0","10"
"npc_trainer","61438","61438","Cassie Copperlight","64","0","0","4039","Apprentice Engineer","202","0","0","0","10"
"npc_trainer","61738","61738","Tinkerer Ozzlo","1682","0","0","4039","Apprentice Engineer","202","5","0","0","10"
"npc_trainer","61837","61837","Geherion Whitesnake","371","0","0","4039","Apprentice Engineer","202","0","0","0","10"
"npc_trainer","3412","3412","Nogg","29","0","0","4040","Journeyman Engineer","202","0","202","50","450"
"npc_trainer","5037","5037","World Engineering Trainer","35","0","0","4040","Journeyman Engineer","202","0","202","50","450"
"npc_trainer","5174","5174","Springspindle Fizzlegear","55","0","0","4040","Journeyman Engineer","202","0","202","50","450"
"npc_trainer","5518","5518","Lilliam Sparkspindle","875","0","0","4040","Journeyman Engineer","202","0","202","50","450"
"npc_trainer","8736","8736","Buzzek Bracketswing","474","0","0","4040","Journeyman Engineer","202","0","202","50","450"
"npc_trainer","11017","11017","Roxxik","29","0","0","4040","Journeyman Engineer","202","0","202","50","450"
"npc_trainer","11029","11029","Trixie Quikswitch","875","0","0","4040","Journeyman Engineer","202","0","202","50","450"
"npc_trainer","11031","11031","Franklin Lloyd","68","0","0","4040","Journeyman Engineer","202","0","202","50","450"
"npc_trainer","61837","61837","Geherion Whitesnake","371","0","0","4040","Journeyman Engineer","202","0","202","50","450"
"npc_trainer","5037","5037","World Engineering Trainer","35","0","0","4041","Expert Engineer","202","0","202","125","4500"
"npc_trainer","5174","5174","Springspindle Fizzlegear","55","0","0","4041","Expert Engineer","202","0","202","125","4500"
"npc_trainer","8736","8736","Buzzek Bracketswing","474","0","0","4041","Expert Engineer","202","0","202","125","4500"
"npc_trainer","11017","11017","Roxxik","29","0","0","4041","Expert Engineer","202","0","202","125","4500"
"npc_trainer","5037","5037","World Engineering Trainer","35","0","0","12657","Artisan Engineer","202","0","202","200","45000"
"npc_trainer","8736","8736","Buzzek Bracketswing","474","0","0","12657","Artisan Engineer","202","0","202","200","45000"
"npc_trainer","1317","1317","Lucan Cordell","12","0","0","7414","Apprentice Enchanting","333","0","0","0","10"
"npc_trainer","3011","3011","Teg Dawnstrider","104","0","0","7414","Apprentice Enchanting","333","0","0","0","10"
"npc_trainer","3345","3345","Godan","29","0","0","7414","Apprentice Enchanting","333","0","0","0","10"
"npc_trainer","3606","3606","Alanna Raveneye","80","0","0","7414","Apprentice Enchanting","333","0","0","0","10"
"npc_trainer","4616","4616","Lavinia Crowe","68","0","0","7414","Apprentice Enchanting","333","0","0","0","10"
"npc_trainer","5038","5038","World Enchanting Trainer","35","0","0","7414","Apprentice Enchanting","333","0","0","0","10"
"npc_trainer","5157","5157","Gimble Thistlefuzz","875","0","0","7414","Apprentice Enchanting","333","0","0","0","10"
"npc_trainer","5695","5695","Vance Undergloom","68","0","0","7414","Apprentice Enchanting","333","0","0","0","10"
"npc_trainer","7949","7949","Xylinnia Starshine","80","0","0","7414","Apprentice Enchanting","333","0","0","0","10"
"npc_trainer","11065","11065","Thonys Pillarstone","55","0","0","7414","Apprentice Enchanting","333","0","0","0","10"
"npc_trainer","11066","11066","Jhag","29","0","0","7414","Apprentice Enchanting","333","0","0","0","10"
"npc_trainer","11067","11067","Malcomb Wynn","68","0","0","7414","Apprentice Enchanting","333","0","0","0","10"
"npc_trainer","11068","11068","Betty Quin","12","0","0","7414","Apprentice Enchanting","333","0","0","0","10"
"npc_trainer","11070","11070","Lalina Summermoon","80","0","0","7414","Apprentice Enchanting","333","0","0","0","10"
"npc_trainer","11071","11071","Mot Dawnstrider","104","0","0","7414","Apprentice Enchanting","333","0","0","0","10"
"npc_trainer","11072","11072","Kitta Firewind","12","0","0","7414","Apprentice Enchanting","333","0","0","0","10"
"npc_trainer","11073","11073","Annora","35","0","0","7414","Apprentice Enchanting","333","0","0","0","10"
"npc_trainer","11074","11074","Hgarth","29","0","0","7414","Apprentice Enchanting","333","0","0","0","10"
"npc_trainer","61822","61822","Magister Sylvus Silkspinner","371","0","0","7414","Apprentice Enchanting","333","0","0","0","10"
"npc_trainer","62290","62290","Enchantress Magilou","12","0","0","7414","Apprentice Enchanting","333","0","0","0","10"
"npc_trainer","1317","1317","Lucan Cordell","12","0","0","7415","Journeyman Enchanting","333","0","333","50","500"
"npc_trainer","3011","3011","Teg Dawnstrider","104","0","0","7415","Journeyman Enchanting","333","0","333","50","500"
"npc_trainer","3345","3345","Godan","29","0","0","7415","Journeyman Enchanting","333","0","333","50","500"
"npc_trainer","4213","4213","Taladan","80","0","0","7415","Journeyman Enchanting","333","0","333","50","500"
"npc_trainer","4616","4616","Lavinia Crowe","68","0","0","7415","Journeyman Enchanting","333","0","333","50","500"
"npc_trainer","5038","5038","World Enchanting Trainer","35","0","0","7415","Journeyman Enchanting","333","0","333","50","500"
"npc_trainer","5157","5157","Gimble Thistlefuzz","875","0","0","7415","Journeyman Enchanting","333","0","333","50","500"
"npc_trainer","7949","7949","Xylinnia Starshine","80","0","0","7415","Journeyman Enchanting","333","0","333","50","500"
"npc_trainer","11072","11072","Kitta Firewind","12","0","0","7415","Journeyman Enchanting","333","0","333","50","500"
"npc_trainer","11073","11073","Annora","35","0","0","7415","Journeyman Enchanting","333","0","333","50","500"
"npc_trainer","11074","11074","Hgarth","29","0","0","7415","Journeyman Enchanting","333","0","333","50","500"
"npc_trainer","61822","61822","Magister Sylvus Silkspinner","371","0","0","7415","Journeyman Enchanting","333","0","333","50","500"
"npc_trainer","62290","62290","Enchantress Magilou","12","0","0","7415","Journeyman Enchanting","333","0","333","50","500"
