"account_type","guid","race","class","level","primary_profession_count","primary_professions","secondary_profession_count","secondary_professions","riding_skill"
"RNDBOT","23213","1","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23214","10","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","23215","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23216","4","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","23217","10","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23218","10","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23219","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23220","10","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23221","9","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23222","6","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23223","5","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23224","4","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23225","2","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23226","7","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23227","10","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","23228","1","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23229","8","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23230","7","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23231","1","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23232","4","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23233","3","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","23234","8","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23235","10","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","23236","2","7","1","0","NULL","0","NULL","NULL"
"RNDBOT","23237","10","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23238","2","7","1","0","NULL","0","NULL","NULL"
"RNDBOT","23239","1","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","23240","6","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23241","9","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23242","5","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23243","10","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23244","1","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23245","10","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23246","6","7","1","0","NULL","0","NULL","NULL"
"RNDBOT","23247","10","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23248","1","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23249","9","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23250","1","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23251","7","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23252","10","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23253","10","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23254","1","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","23255","1","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23256","5","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23257","10","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23258","10","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","23259","9","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23260","10","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23261","6","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23262","10","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23263","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23264","4","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23265","1","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","23266","5","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","23267","9","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23268","7","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23269","4","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23270","6","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23271","5","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23272","5","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23273","9","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23274","10","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23275","1","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23276","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23277","10","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23278","7","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23279","9","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23280","4","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","23281","2","7","1","0","NULL","0","NULL","NULL"
"RNDBOT","23282","4","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","23283","5","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23284","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23285","4","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","23286","2","3","5","0","NULL","0","NULL","NULL"
"RNDBOT","23287","10","5","6","0","NULL","0","NULL","NULL"
"RNDBOT","23288","10","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23289","1","9","6","0","NULL","0","NULL","NULL"
"RNDBOT","23290","10","8","8","0","NULL","0","NULL","NULL"
"RNDBOT","23291","7","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23292","1","4","6","0","NULL","0","NULL","NULL"
"RNDBOT","23293","1","3","7","1","Leatherworking:1/75","1","Fishing:1/75","NULL"
"RNDBOT","23294","4","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","23295","4","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","23296","4","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","23297","4","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","23298","5","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23299","3","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23300","1","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23301","9","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23302","1","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23303","9","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23304","3","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","23305","5","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","23306","10","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","23307","9","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23308","4","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","23309","5","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23310","10","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","23311","10","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23312","3","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","23313","5","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23314","10","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23315","4","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23316","4","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23317","10","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","23318","4","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23319","5","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23320","1","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23321","9","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23322","4","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23323","5","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23324","5","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23325","9","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23326","6","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23327","4","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23328","1","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23329","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23330","2","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23331","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23332","1","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23333","10","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","23334","9","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23335","10","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","23336","1","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","23337","4","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23338","9","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23339","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23340","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23341","9","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23342","2","7","1","0","NULL","0","NULL","NULL"
"RNDBOT","23343","10","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23344","1","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23345","1","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","23346","5","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","23347","9","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23348","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23349","4","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23350","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23351","9","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23352","4","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","23353","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23354","1","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","23355","7","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23356","1","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","23357","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23358","10","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","23359","8","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23360","4","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23361","1","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","23362","10","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23363","6","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23364","5","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23365","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23366","10","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23367","10","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23368","10","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23369","9","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23370","5","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23371","3","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","23372","2","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23373","10","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","23374","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23375","5","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23376","10","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23377","9","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23378","10","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23379","4","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23380","5","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23381","6","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23382","10","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23383","1","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23384","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23385","6","7","1","0","NULL","0","NULL","NULL"
"RNDBOT","23386","5","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23387","1","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","23388","1","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23389","9","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23390","6","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","23391","6","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23392","4","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23393","10","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23394","1","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","23395","9","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23396","9","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23397","6","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","23398","4","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","23399","7","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23400","3","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23401","1","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23402","10","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23403","4","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","23404","10","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23405","5","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23406","3","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23407","1","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","23408","10","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23409","10","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23410","4","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23411","4","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23412","1","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23413","6","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23414","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23415","9","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23416","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23417","5","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23418","9","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23419","5","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23420","10","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23421","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23422","1","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23423","4","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23424","9","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23425","9","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23426","7","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23427","8","7","1","0","NULL","0","NULL","NULL"
"RNDBOT","23428","1","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23429","4","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23430","10","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","23431","3","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","23432","5","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23433","1","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23434","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23435","10","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23436","10","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","23437","10","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23438","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23439","3","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23440","4","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23441","10","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23442","1","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23443","9","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23444","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23445","10","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23446","9","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23447","10","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23448","1","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23449","7","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23450","3","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","23451","8","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23452","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23453","5","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","23454","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23455","10","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","23456","6","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23457","5","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23458","1","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23459","4","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23460","10","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23461","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23462","5","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23463","10","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23464","9","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23465","5","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23466","10","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","23467","1","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23468","4","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23469","10","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","23470","8","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23471","4","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23472","2","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23473","4","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","23474","1","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23475","6","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","23476","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23477","1","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","23478","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23479","5","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23480","4","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23481","4","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23482","9","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23483","9","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23484","5","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23485","1","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","23486","10","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23487","10","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23488","9","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23489","9","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23490","5","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23491","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23492","9","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23493","1","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23494","4","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","23495","10","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","23496","4","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","23497","5","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","23498","1","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23499","5","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23500","6","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23501","10","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23502","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23503","10","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","23504","3","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23505","1","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23506","8","3","5","0","NULL","0","NULL","NULL"
"RNDBOT","23507","1","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","23508","1","8","5","0","NULL","0","NULL","NULL"
"RNDBOT","23509","6","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23510","1","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23511","2","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23512","10","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23513","1","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23514","1","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","23515","6","7","1","0","NULL","0","NULL","NULL"
"RNDBOT","23516","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23517","8","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23518","9","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23519","5","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23520","4","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23521","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23522","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23523","8","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23524","4","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23525","6","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","23526","5","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23527","5","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23528","10","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","23529","10","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","23530","4","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23531","9","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23532","5","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23533","10","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","23534","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23535","10","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","23536","2","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23537","5","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","23538","7","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23539","10","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","23540","9","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23541","10","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23542","1","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23543","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23544","4","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23545","5","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","23546","5","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23547","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23548","10","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","23549","4","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","23550","10","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23551","6","7","1","0","NULL","0","NULL","NULL"
"RNDBOT","23552","6","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","23553","4","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","23554","8","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23555","10","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23556","5","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23557","1","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23558","4","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23559","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23560","4","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23561","10","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23562","1","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23563","9","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23564","10","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","23565","10","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23566","3","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","23567","10","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23568","1","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23569","8","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23570","2","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23571","2","7","1","0","NULL","0","NULL","NULL"
"RNDBOT","23572","2","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23573","10","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23574","2","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23575","8","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23576","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23577","3","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23578","5","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23579","4","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","23580","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23581","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23582","2","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23583","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23584","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23585","10","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23586","1","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23587","9","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23588","10","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23589","10","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23590","10","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23591","9","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23592","7","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23593","10","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23594","3","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","23595","10","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23596","9","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23597","1","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23598","4","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","23599","4","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","23600","10","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23601","10","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23602","9","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23603","4","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23604","1","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23605","5","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23606","6","7","1","0","NULL","0","NULL","NULL"
"RNDBOT","23607","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23608","6","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","23609","1","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","23610","9","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23611","7","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","23612","1","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23613","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23614","9","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","23615","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23616","7","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","23617","3","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","23618","4","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","23619","7","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","23620","1","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","23621","5","8","1","0","NULL","0","NULL","NULL"
